title,title_link,author,publisher,publication_date,#pages,isbn-10,isbn-13,reading_age
The Wreckers (The High Seas Trilogy),https://www.amazon.com/Wreckers-High-Seas-Trilogy/dp/0440415454/ref=sr_1_1?keywords=The+Wreckers+by+Iain+Lawrence&qid=1696961120&sr=8-1,Iain Lawrence,Yearling; First Edition Thus,"November 9, 1999",224.0,0440415454,978-0440415459,10
Option B,https://www.amazon.com/Option-Surmonter-ladversit%C3%A9-r%C3%A9silient-retrouver/dp/2749932777/ref=sr_1_2?crid=A2L9USGLE14G&keywords=Option+B_Sheryl+Sandberg&qid=1682520285&s=instant-video&sprefix=option+b_sheryl+sandberg%2Cinstant-video%2C431&sr=1-2,"Sheryl Sandberg, Adam Grant",MICHEL LAFON,"May 24, 2017",269.0,2749932777,978-2749932774,
The Cry Of The Icemark (2019 Reissue),https://www.amazon.com/Cry-Icemark-Chronicles/dp/0439870100/ref=sr_1_1?keywords=The+Cry+of+the+Icemark+by+Stuart+Hill&qid=1696961227&sr=8-1,Stuart Hill,Chicken House; 3rd edition,"February 14, 2019",512.0,1912626535,978-1912626533,9
Upside Down In The Middle Of Nowhere,https://www.amazon.com/Upside-Middle-Nowhere-Julie-Lamana/dp/1452128804/ref=sr_1_1?keywords=Upside+Down+in+the+Middle+of+Nowhere+by+Julie+T.+Lamana&qid=1696961271&sr=8-1,Julie T. Lamana,Chronicle Books; Reprint edition,"July 21, 2015",328.0,1452128804,978-1452128801,9
All The Truth That'S In Me,https://www.amazon.com/All-Truth-Thats-Me/dp/B00F0XAFGQ/ref=sr_1_1?crid=2PMX7DDJLBG0R&keywords=All+the+Truth+That%27s+in+Me_Berry&qid=1681913919&sprefix=all+the+truth+that%27s+in+me_berry%2Caps%2C517&sr=8-1,Julie Berry,Speak,"August 19, 2014",304.0,0142427306,978-0142427309,12
Uncle Tungsten: Memories Of A Chemical Boyhood,https://www.amazon.com/Uncle-Tungsten-Memories-Chemical-Boyhood/dp/0375704043/ref=sr_1_1?keywords=Uncle+Tungsten+by+Oliver+Sacks&qid=1696961298&sr=8-1,Oliver Sacks,Vintage; Reprint edition,"September 17, 2002",352.0,0375704043,978-0375704048,
"A Feast For Crows (A Song Of Ice And Fire, Book 4)",https://www.amazon.com/Feast-Crows-Song-Fire-Book/dp/0553582038/ref=sr_1_1?keywords=A+Feast+for+Crows+by+George+R.+R.+Martin&qid=1696961343&sr=8-1,George R. R. Martin,Bantam; Reprint edition,"October 30, 2007",784.0,0553582038,978-0553582031,
The Bitter Season (Kovac And Liska Series),https://www.amazon.com/Bitter-Season-Kovac-Liska/dp/0451470079/ref=sr_1_1?keywords=The+Bitter+Season+by+Tami+Hoag&qid=1696961436&sr=8-1,Tami Hoag,Dutton; Reprint edition,"May 2, 2017",512.0,0451470079,978-0451470072,
"Scratch Beginnings: Me, $25, And The Search For The American Dream",https://www.amazon.com/Scratch-Beginnings-Search-American-Dream/dp/0061714275/ref=sr_1_1?keywords=Scratch+Beginnings+by+Adam+Shepard&qid=1696961481&sr=8-1,Adam W Shepard,Harper Perennial; Reprint edition,"February 9, 2010",221.0,9780061714276,978-0061714276,
The Crazed,https://www.amazon.com/Crazed-Ha-Jin/dp/0375714111/ref=sr_1_1?keywords=The+Crazed+by+Ha+Jin&qid=1696961507&sr=8-1,Ha Jin,Vintage; Reprint edition,"January 6, 2004",336.0,0375714111,978-0375714115,
"Sin In The Second City: Madams, Ministers, Playboys, And The Battle For America'S Soul",https://www.amazon.com/Sin-Second-City-Ministers-Playboys/dp/0812975995/ref=sr_1_1?keywords=Sin+in+the+Second+City+by+Karen+Abbott&qid=1696961522&sr=8-1,Karen Abbott,Random House Trade Paperbacks; NO-VALUE edition,"June 10, 2008",400.0,0812975995,978-0812975994,
Violets Are Blue,https://www.amazon.com/Violets-are-Blue-Alex-Cross/dp/0755349350/ref=sr_1_1?keywords=Violets+Are+Blue+by+James+Patterson&qid=1696961552&sr=8-1,James Patterson,Headline Book Publishing; International Edition,"January 1, 2009",480.0,9780755349357,978-0755349357,
Just After Sunset,https://www.amazon.com/Just-After-Sunset-EXP-Stories/dp/1439144915/ref=sr_1_1?keywords=Just+After+Sunset+by+Stephen+King&qid=1696961610&sr=8-1,S. King,Hachette,"January 1, 2012",,9781444723175,978-1444723175,
Three Lives,https://www.amazon.com/3-Lives-Gertrude-Stein/dp/0394701534/ref=sr_1_1?keywords=Three+Lives+by+Gertrude+Stein&qid=1696961689&sr=8-1,Gertrude Stein,CreateSpace Independent Publishing Platform,"May 21, 2017",114.0,1546832262,978-1546832263,
The Prague Cemetery,https://www.amazon.com/Prague-Cemetery-Umberto-Eco/dp/0547844204/ref=sr_1_1?keywords=The+Prague+Cemetery+by+Umberto+Eco&qid=1696961761&sr=8-1,Umberto Eco,HarperVia; Reprint edition,"September 4, 2012",464.0,0547844204,978-0547844206,
"Lair Of Dreams: A Diviners Novel (The Diviners, 2)",https://www.amazon.com/Lair-of-Dreams-Libba-Bray-audiobook/dp/B012E8QYZA/ref=sr_1_1?crid=LSRV8OLYV1I8&keywords=Lair+of+Dreams_Bray&qid=1681938089&s=instant-video&sprefix=lair+of+dreams_bray%2Cinstant-video%2C377&sr=1-1,Libba Bray,"Little, Brown Books for Young Readers; Reprint edition","September 5, 2017",592.0,0316126039,978-0316126038,15
The Shining Company (Sunburst Book),https://www.amazon.com/Shining-Company-Sunburst-Book/dp/0374466165/ref=sr_1_1?keywords=The+Shining+Company+by+Rosemary+Sutcliff&qid=1696961840&sr=8-1,Rosemary Sutcliff,"Farrar, Straus and Giroux","September 1, 1992",304.0,0374466165,978-0374466169,10
Rattlebone,https://www.amazon.com/Rattlebone-Maxine-Clair/dp/1946022462/ref=sr_1_1?keywords=Rattlebone+by+Maxine+Clair&qid=1696961886&sr=8-1,Maxine Clair,McNally Editions,"June 28, 2022",208.0,1946022462,978-1946022462,
The Recruit (1) (Cherub),https://www.amazon.com/Recruit-CHERUB-Robert-Muchamore/dp/1442413603/ref=sr_1_1?crid=21AJOLOT8GZ9S&keywords=The+Recruit+by+Robert+Muchamore&qid=1673509312&s=books&sprefix=the+recruit+by+robert+muchamore%2Cstripbooks-intl-ship%2C545&sr=1-1,Robert Muchamore,Simon & Schuster Books for Young Readers; Reprint edition,"December 21, 2010",352.0,1442413603,978-1442413603,10
"Letters To His Son, 1751. On The Fine Art Of Becoming A Man Of The World And A Gentleman",https://www.amazon.com/Letters-Becoming-World-Gentleman-1751-ebook/dp/B00847AUL0/ref=sr_1_1?crid=2TZZFR3I6UJN&keywords=Letters+to+His+Son_Philip+Dormer+Stanhope&qid=1681828776&sprefix=letters+to+his+son_philip+dormer+st%2Caps%2C608&sr=8-1,Philip Dormer Stanhope,Aeterna,"April 27, 2023",89.0,1444473964,978-1444473964,
The Thousand Autumns Of Jacob De Zoet: A Novel,https://www.amazon.com/Thousand-Autumns-Jacob-Zoet-Novel/dp/0812976363/ref=sr_1_1?keywords=The+Thousand+Autumns+of+Jacob+de+Zoet+by+David+Mitchell&qid=1696962115&sr=8-1,David Mitchell,Random House Trade Paperbacks; Reprint edition,"March 8, 2011",492.0,0812976363,978-0812976366,
"Purity In Death (In Death, No. 15)",https://www.amazon.com/Purity-Death-No-15/dp/0749957336/ref=sr_1_1?keywords=Purity+in+Death+by+J.+D.+Robb+%28Nora+Roberts%29&qid=1696962175&sr=8-1,J.D. Robb,Piatkus Books,"International Edition, January 19, 2012",446.0,0749957336,978-0749957339,
Selection Day: A Novel,https://www.amazon.com/Selection-Day-Novel-Aravind-Adiga/dp/1501150847/ref=sr_1_1?keywords=Selection+Day+by+Aravind+Adiga&qid=1696962211&sr=8-1,Aravind Adiga,Scribner; Reprint edition,"June 6, 2017",304.0,1501150847,978-1501150845,
Corrections,https://www.amazon.com/Corrections-Jonathan-Franzen/dp/0007232446/ref=sr_1_2?keywords=The+Corrections+by+Jonathan+Franzen&qid=1696962270&sr=8-2,Franzen  Jonathan,HARPER COLLINS; New Ed edition,"July 10, 2007",672.0,9780007232444,978-0007232444,
The Wrath & The Dawn (The Wrath And The Dawn),https://www.amazon.com/Wrath-Dawn/dp/0147513855/ref=sr_1_1?keywords=The+Wrath+and+the+Dawn&qid=1679595200&s=books&sr=1-1,Renée Ahdieh,Penguin Books; Reprint edition,"April 5, 2016",432.0,0147513855,978-0147513854,12
Defying Hitler: A Memoir,https://www.amazon.com/Defying-Hitler-Memoir-Sebastian-Haffner/dp/0312421133/ref=sr_1_1?keywords=Defying+Hitler+by+Sebastian+Haffner&qid=1696962411&sr=8-1,Sebastian Haffner,Picador; Reprint edition,"August 1, 2003",320.0,0312421133,978-0312421137,
The Power,https://www.amazon.com/Power-Naomi-Alderman/dp/0316547603/ref=sr_1_1?keywords=The+Power+by+Naomi+Alderman&qid=1696962442&sr=8-1,Naomi Alderman,Back Bay Books; Illustrated edition,"Illustrated, January 8, 2019",400.0,0316547603,978-0316547604,
The Greatest Show On Earth: The Evidence For Evolution,https://www.amazon.com/Greatest-Show-Earth-Evidence-Evolution/dp/055277524X/ref=sr_1_1?keywords=The+Greatest+Show+on+Earth+by+Richard+Dawkins&qid=1696962483&sr=8-1,Dawkins  Richard,BLACK SWAN; paperback / softback edition,"November 5, 2009",470.0,9780552775243,978-0552775243,
The Structure Of Scientific Revolutions: 50Th Anniversary Edition,https://www.amazon.com/Structure-Scientific-Revolutions-50th-Anniversary/dp/0226458121/ref=sr_1_1?keywords=The+Structure+of+Scientific+Revolutions+by+Thomas+Kuhn&qid=1696962558&sr=8-1,Thomas S. Kuhn,University of Chicago Press; Fourth edition,"April 30, 2012",264.0,0226458121,978-0226458120,
The Expats: A Novel,https://www.amazon.com/Expats-Novel-Chris-Pavone/dp/0451498941/ref=sr_1_1?keywords=The+Expats+by+Chris+Pavone&qid=1696962632&sr=8-1,Chris Pavone,Ballantine Books; Reprint edition,"January 22, 2013",368.0,0770435726,978-0770435721,
The Wrong Mother: A Zailer And Waterhouse Mystery (A Zailer & Waterhouse Mystery),https://www.amazon.com/Wrong-Mother-Zailer-Waterhouse-Mystery/dp/0143116304/ref=sr_1_1?keywords=The+Wrong+Mother+by+Sophie+Hannah&qid=1696962689&sr=8-1,Sophie Hannah,Penguin Books; Original edition,"September 29, 2009",402.0,0143116304,978-0143116301,
The Girl In The Red Coat,https://www.amazon.com/Girl-Red-Coat-Kate-Hamer/dp/0571313264/ref=sr_1_1?keywords=The+Girl+in+the+Red+Coat+by+Kate+Hamer&qid=1696962737&sr=8-1,Kate Hamer,Faber & Faber; UK ed. edition,"December 24, 2015",384.0,0571313264,978-0571313266,
A Graveyard For Lunatics: Another Tale Of Two Cities,https://www.amazon.com/Graveyard-Lunatics-Another-Tale-Cities/dp/0380812002/ref=sr_1_1?crid=3E41KK6DQ67RC&keywords=A+Graveyard+for+Lunatics_Bradbury&qid=1681962264&s=instant-video&sprefix=a+graveyard+for+lunatics_%2Cinstant-video%2C700&sr=1-1,Ray Bradbury,William Morrow Paperbacks; First Edition,"June 26, 2001",320.0,9780380812004,,
"This I Believe: The Personal Philosophies Of Remarkable Men And Women (This I Believe, 1)",https://www.amazon.com/This-Believe-Personal-Philosophies-Remarkable/dp/0805086587/ref=sr_1_1?crid=3U2VKBJFMS8DB&keywords=this+i+believe+dan+gediman&qid=1682319483&sprefix=this+i+believe_dan+gediman%2Caps%2C447&sr=8-1,"Jay Allison, Dan Gediman",Holt Paperbacks; First Edition,"August 21, 2007",320.0,0805086587,978-0805086584,
V Is For Vengeance (A Kinsey Millhone Novel),https://www.amazon.com/V-Vengeance-Kinsey-Millhone-Novel/dp/0425250563/ref=sr_1_1?keywords=V+is+for+Vengeance+by+Sue+Grafton&qid=1696962877&sr=8-1,Sue Grafton,G.P. Putnam's Sons,"March 1, 2016",544.0,0399575235,978-0399575235,
Festival Of Insignificance,https://www.amazon.com/Festival-Insignificance-Milan-Kundera-2016-04-07/dp/B01MQHB5AH/ref=sr_1_1?keywords=The+Festival+of+Insignificance+by+Milan+Kundera&qid=1696962928&sr=8-1,Milan Kundera,Harper Perennial; Reprint edition,"June 14, 2016",128.0,0062356909,978-0062356901,
The American Way Of Death Revisited,https://www.amazon.com/American-Way-Death-J-Mitford/dp/0449231445/ref=sr_1_1?keywords=The+American+Way+of+Death+Revisited+by+Jessica+Mitford&qid=1696962968&sr=8-1,Jessica Mitford,Vintage; Reprint edition,"January 4, 2000",320.0,0679771867,978-0679771869,
Concealed In Death: 38,https://www.amazon.com/Concealed-Death-J-D-Robb/dp/0749959398/ref=sr_1_2?keywords=Concealed+in+Death+by+J.+D.+Robb+%28Nora+Roberts%29&qid=1696963014&sr=8-2,J. D. Robb,Piatkus Books,"January 1, 2014",,9780749959395,978-0749959395,
As Chimney Sweepers Come To Dust: A Flavia De Luce Novel,https://www.amazon.com/As-Chimney-Sweepers-Come-Dust-ebook/dp/B00LYXN3LK/ref=sr_1_1?crid=3QDGDDDGI8XPX&keywords=As+Chimney+Sweepers+Come+to+Dust+Alan+Bradley&qid=1666683087&sprefix=as+chimney+sweepers+come+to+dust+al%2Caps%2C568&sr=8-1,Alan Bradley,Bantam; Reprint edition,"February 9, 2016",448.0,034553994X,978-0345539946,
"The Big Bad Wolf (Alex Cross, 9)",https://www.amazon.com/Big-Bad-Wolf-Alex-Cross/dp/1538741482/ref=sr_1_1?keywords=The+Big+Bad+Wolf+by+James+Patterson&qid=1696963053&sr=8-1,James Patterson,Grand Central Publishing,"August 29, 2023",368.0,1538741482,978-1538741481,
"Peaches (Peaches, 1)",https://www.amazon.com/Peaches-Jodi-Lynn-Anderson/dp/0060733071/ref=sr_1_1?keywords=Peaches+by+Jodi+Lynn+Anderson&qid=1696963118&sr=8-1,Jodi Lynn Anderson,HarperCollins; Reprint edition,"April 24, 2012",368.0,0060733071,978-0060733070,13
The House You Pass On The Way,https://www.amazon.com/House-You-Pass-Laurel-Leaf-Books/dp/0440227976/ref=sr_1_1?keywords=The+House+You+Pass+on+the+Way+by+Jacqueline+Woodson&qid=1696963172&sr=8-1,Jacqueline Woodson,Nancy Paulsen Books,"November 11, 2010",160.0,0142417068,978-0142417065,10
The Affair (8) (Strangers And Brothers),https://www.amazon.com/Affair-Strangers-Brothers-C-P-Snow/dp/1842324276/ref=sr_1_3?keywords=The+Affair+by+C.+P.+Snow&qid=1696963182&sr=8-3,C.P. Snow,House of Stratus,"September 23, 2008",360.0,1842324276,978-1842324271,
Waterfall (Teardrop),https://www.amazon.com/Waterfall-Teardrop-Lauren-Kate/dp/0385742681/ref=sr_1_1?keywords=Waterfall+by+Lauren+Kate&qid=1696963250&sr=8-1,Lauren Kate,Ember; Reprint edition,"December 8, 2015",400.0,0385742681,978-0385742689,12
How We Survived Communism And Even Laughed,https://www.amazon.com/How-survived-communism-even-laughed/dp/B00O03BBZQ/ref=sr_1_4?keywords=How+We+Survived+Communism+and+Even+Laughed+by+Slavenka+Drakuli%C4%87&qid=1696963328&sr=8-4,Slavenka Drakulic,VBZ,"January 1, 2013",194.0,953304554X,978-9533045542,
"The Heart Of Betrayal: The Remnant Chronicles, Book Two (The Remnant Chronicles, 2)",https://www.amazon.com/HEART-BETRAYAL-Remnant-Chronicles-Pearson/dp/1250080029/ref=sr_1_1?keywords=The+Heart+of+Betrayal+by+Mary+E.+Pearson&qid=1696963356&sr=8-1,Mary E. Pearson,Square Fish; Reprint edition,"August 2, 2016",496.0,1250080029,978-1250080028,14
Waiting: A Novel,https://www.amazon.com/Waiting-Novel-Ha-Jin/dp/0375706410/ref=sr_1_1?keywords=Waiting+by+Ha+Jin&qid=1696963414&sr=8-1,Ha Jin,Vintage,"September 19, 2000",308.0,0375706410,978-0375706417,
"Lovely, Dark And Deep",https://www.amazon.com/Lovely-Dark-Deep-Amy-McNamara/dp/1442434376/ref=sr_1_1?keywords=Lovely%2C+Dark%2C+and+Deep+by+Amy+McNamara&qid=1696963490&sr=8-1,Amy Mcnamara,Simon & Schuster Books for Young Readers; Reprint edition,"December 3, 2013",352.0,1442434376,978-1442434370,14
The Horse-Dealer'S Daughter,https://www.amazon.com/Horse-Dealers-Daughter-David-Herbert-Lawrence/dp/1981258094/ref=sr_1_1?keywords=The+Horse+Dealer%27s+Daughter+by+D.+H.+Lawrence&qid=1696963502&sr=8-1,David Herbert Lawrence,CreateSpace Independent Publishing Platform,"February 12, 2018",24.0,1981258094,978-1981258093,
The Best Of Me,https://www.amazon.com/Best-Me-Nicholas-Sparks/dp/1538764725/ref=sr_1_1?keywords=The+Best+of+Me+by+Nicholas+Sparks&qid=1696963557&sr=8-1,Nicholas Sparks,Grand Central Publishing; Reissue edition,"December 15, 2020",336.0,1538764725,978-1538764725,
The Work Of Wolves,https://www.amazon.com/Work-Wolves-Kent-Meyers/dp/0156031426/ref=sr_1_1?keywords=The+Work+of+Wolves+by+Kent+Meyers&qid=1696963615&sr=8-1,Kent Meyers,Mariner Books; First Edition,"July 11, 2005",407.0,0156031426,978-0156031424,14
The Vast Fields Of Ordinary,https://www.amazon.com/Vast-Fields-Ordinary-Nick-Burd/dp/014241820X/ref=sr_1_1?keywords=The+Vast+Fields+of+Ordinary+by+Nick+Burd&qid=1696963636&sr=8-1,Nick Burd,Speak; Reprint edition,"March 17, 2011",320.0,014241820X,978-0142418208,14
The Septembers Of Shiraz: A Novel (P.S.),https://www.amazon.com/Septembers-Shiraz-Novel-P-S/dp/0061130419/ref=sr_1_1?keywords=The+Septembers+Of+Shiraz+by+Dalia+Sofer&qid=1696963648&sr=8-1,Dalia Sofer,Ecco; Reprint edition,"April 29, 2008",368.0,0061130419,978-0061130410,
Second Chance Summer,https://www.amazon.com/Second-Chance-Summer-Morgan-Matson/dp/1416990682/ref=sr_1_1?keywords=Second+Chance+Summer+by+Morgan+Matson&qid=1696963660&sr=8-1,Morgan Matson,Simon & Schuster Books for Young Readers; Reprint edition,"May 7, 2013",496.0,1416990682,978-1416990680,11
Spanking Shakespeare,https://www.amazon.com/Spanking-Shakespeare-Jake-Wizner-2008-10-28/dp/B01FGL2J4C/ref=sr_1_1?keywords=Spanking+Shakespeare+by+Jake+Wizner&qid=1696963721&sr=8-1,Jake Wizner,Ember; Reprint edition,"October 28, 2008",304.0,0375855947,978-0375855948,14
Simply Christian: Why Christianity Makes Sense,https://www.amazon.com/Simply-Christian-Christianity-Makes-Sense/dp/0060872705/ref=sr_1_1?keywords=Simply+Christian+by+N.+T.+Wright&qid=1696963734&sr=8-1,N. T. Wright,HarperOne; Reprint edition,"March 2, 2021",256.0,0060872705,978-0060872700,
The Troop: A Novel,https://www.amazon.com/Troop-Novel-Nick-Cutter/dp/1501144820/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1678194426&sr=8-1,Nick Cutter,Gallery Books; Reprint edition,"August 16, 2016",384.0,1501144820,978-1501144820,
A Painted House: A Novel,https://www.amazon.com/Painted-House-Novel-John-Grisham/dp/034553204X/ref=sr_1_1?keywords=A+Painted+House+by+John+Grisham&qid=1696963858&sr=8-1,John Grisham,Anchor; Reprint edition,"February 3, 2004",384.0,0385337930,978-0385337939,
The Boy In The Black Suit,https://www.amazon.com/Boy-Black-Suit-Jason-Reynolds/dp/1442459514/ref=sr_1_1?keywords=The+Boy+in+the+Black+Suit+by+Jason+Reynolds&qid=1696963925&sr=8-1,Jason Reynolds,Atheneum/Caitlyn Dlouhy Books; Reprint edition,"August 16, 2016",304.0,1442459514,978-1442459519,12
Secrets To The Grave (Oak Knoll Series),https://www.amazon.com/Secrets-Grave-Hoag-Market-Paperback/dp/B00LPWQTJI/ref=sr_1_1?keywords=Secrets+to+the+Grave+by+Tami+Hoag&qid=1696963965&sr=8-1,Tami Hoag,Dutton; Reprint edition,"October 25, 2011",592.0,0451235150,978-0451235152,
[Debt Of Honor] [By: Clancy Tom],https://www.amazon.com/Debt-of-Honor-Tom-Clancy-audiobook/dp/B004JWM6B6/ref=sr_1_1?crid=1XPGY3N2XRZ0Z&keywords=Debt+of+Honor+Tom+Clancy&qid=1666807050&qu=eyJxc2MiOiIyLjM2IiwicXNhIjoiMS42MyIsInFzcCI6IjAuOTkifQ%3D%3D&sprefix=debt+of+honor+tom+clancy%2Caps%2C515&sr=8-1,Tom Clancytom Clancy,,,,,,
My Name Is Lucy Barton: A Novel,https://www.amazon.com/My-Name-Lucy-Barton-Novel/dp/0812979524/ref=sr_1_1?keywords=My+Name+is+Lucy+Barton+by+Elizabeth+Strout&qid=1696964125&sr=8-1,Elizabeth Strout,Random House Publishing Group; Reprint edition,"October 11, 2016",240.0,0812979524,978-0812979527,
Class Matters,https://www.amazon.com/Class-Matters-New-York-Times/dp/0805080554/ref=sr_1_1?crid=3GL6EZCZZ106J&keywords=Class+Matters+The+New+York+Times&qid=1666638658&qu=eyJxc2MiOiIwLjg0IiwicXNhIjoiMC4wMCIsInFzcCI6IjAuMDAifQ%3D%3D&sprefix=class+matters+the+new+york+tim%2Caps%2C568&sr=8-1,The New York Times,Times Books,"September 2, 2005",288.0,9780805080551,978-0805080551,
"Paper Princess: A Novel (The Royals, 1)",https://www.amazon.com/Paper-Princess-Royals-Erin-Watt/dp/1682304566/ref=sr_1_1?keywords=Paper+Princess&qid=1678454781&s=books&sr=1-1,Erin Watt,EverAfter Romance,"April 4, 2016",370.0,9781682304563,978-1682304563,16
Bull Rider,https://www.amazon.com/Bull-Rider-Suzanne-Morgan-Williams/dp/1442412526/ref=sr_1_1?keywords=Bull+Rider+by+Suzanne+Morgan+Williams&qid=1696964279&sr=8-1,Suzanne Morgan Williams,Margaret K. McElderry Books; Reprint edition,"May 4, 2010",241.0,1442412526,978-1442412521,12
"Writing My Wrongs: Life, Death, And Redemption In An American Prison",https://www.amazon.com/Writing-My-Wrongs-Redemption-American/dp/1101907312/ref=sr_1_1?keywords=Writing+My+Wrongs+by+Shaka+Senghor&qid=1696964291&sr=8-1,Shaka Senghor,Convergent Books; Reprint edition,"January 31, 2017",288.0,1101907312,978-1101907313,
Heaven Eyes,https://www.amazon.com/Heaven-Eyes/dp/0573132305/ref=sr_1_1?keywords=Heaven+Eyes+by+David+Almond&qid=1696964330&sr=8-1,David Almond,Samuel French Ltd,"June 17, 2020",64.0,0573132305,978-0573132308,10
Edge Of Nowhere,https://www.amazon.com/Edge-Nowhere-Elizabeth-George/dp/1444719963/ref=sr_1_1?keywords=The+Edge+of+Nowhere+by+Elizabeth+George&qid=1696964381&sr=8-1,Elizabeth George,Hodder Paperback,"International Edition, January 1, 1687",,1444719971,978-1444719970,
The Silver Kiss,https://www.amazon.com/Silver-Kiss-Annette-Curtis-Klause/dp/0440213460/ref=sr_1_1?keywords=The+Silver+Kiss+by+Annette+Curtis+Klause&qid=1696964439&sr=8-1,Annette Curtis Klause,Delacorte Press,"August 14, 2007",224.0,0385734220,978-0385734226,12
Hebrew Bible,https://www.amazon.com/Hebrew-Bible/dp/1376231689/ref=sr_1_7?keywords=Hebrew+Bible+by+Anonymous&qid=1696964455&sr=8-7,Anonymous,Andesite Press,"August 24, 2017",176.0,1376231689,978-1376231687,
